proDelta[0] proIdx[0] proValid[0] proReady[0] proDelta[1] proIdx[1] proValid[1] proReady[1] proDelta[2] proIdx[2] proValid[2] proReady[2] proDelta[3] proIdx[3] proValid[3] proReady[3] proDelta[4] proIdx[4] proValid[4] proReady[4] proDelta[5] proIdx[5] proValid[5] proReady[5] proDelta[6] proIdx[6] proValid[6] proReady[6] proDelta[7] proIdx[7] proValid[7] proReady[7] CUDelta[0] CUIdx[0] CUValid[0] CUReady[0] CUDelta[1] CUIdx[1] CUValid[1] CUReady[1] CUDelta[2] CUIdx[2] CUValid[2] CUReady[2] CUDelta[3] CUIdx[3] CUValid[3] CUReady[3] CUDelta[4] CUIdx[4] CUValid[4] CUReady[4] CUDelta[5] CUIdx[5] CUValid[5] CUReady[5] CUDelta[6] CUIdx[6] CUValid[6] CUReady[6] CUDelta[7] CUIdx[7] CUValid[7] CUReady[7] 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 2f82 af 1 0 391d c4 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 2f82 af 1 0 391d c4 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 2f82 af 1 0 0000 00 0 0 391d c4 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 1 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 2f82 af 1 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 39a0 4e 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 3bac 76 1 0 3af0 f9 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 355e d8 1 1 0000 00 0 1 2f82 af 1 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 39a0 4e 1 1 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 3bac 76 1 1 3af0 f9 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 3678 c3 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 0 39a0 4e 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 3bac 76 1 1 3af0 f9 1 1 
3a1e 9a 1 0 3788 18 1 0 3678 c3 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 
3a1e 9a 1 0 3788 18 1 0 3678 c3 1 1 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 3678 c3 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 3121 5b 1 0 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 3121 5b 1 1 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 30e8 88 1 0 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 3121 5b 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 30e8 88 1 1 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 0000 00 0 0 37f7 05 1 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 1 30e8 88 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 37f7 05 1 1 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 0000 00 0 0 352f 06 1 0 35d7 58 1 0 24e5 44 1 0 37f7 05 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 0000 00 0 0 352f 06 1 0 35d7 58 1 1 24e5 44 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 0000 00 0 0 352f 06 1 0 3648 0b 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 35d7 58 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3be6 a2 1 0 352f 06 1 0 3648 0b 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3be6 a2 1 1 352f 06 1 0 3648 0b 1 0 24e5 44 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3410 e6 1 0 352f 06 1 1 3648 0b 1 1 24e5 44 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 3be6 a2 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3410 e6 1 0 0000 00 0 0 326b f2 1 0 24e5 44 1 0 352f 06 1 1 3648 0b 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 1 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3410 e6 1 0 3832 96 1 0 326b f2 1 1 24e5 44 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3375 53 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3410 e6 1 0 3832 96 1 1 39fa 8c 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 3a1e 9a 1 1 0000 00 0 0 0000 00 0 1 326b f2 1 1 0000 00 0 1 
3375 53 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3410 e6 1 0 2d35 15 1 0 39fa 8c 1 0 24e5 44 1 0 0000 00 0 0 0000 00 0 0 3832 96 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 
3375 53 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3410 e6 1 1 2d35 15 1 0 39fa 8c 1 0 24e5 44 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 
3375 53 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3ab1 52 1 0 2d35 15 1 0 39fa 8c 1 0 24e5 44 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 3410 e6 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 
3375 53 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3ab1 52 1 0 2d35 15 1 0 39fa 8c 1 1 0000 00 0 0 24e5 44 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3375 53 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3ab1 52 1 0 2d35 15 1 0 36d1 cc 1 0 3bd4 ce 1 0 0000 00 0 0 39fa 8c 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3375 53 1 1 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3ab1 52 1 0 2d35 15 1 0 36d1 cc 1 0 3bd4 ce 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3893 fd 1 0 3788 18 1 0 2073 1d 1 0 2c82 83 1 0 3ab1 52 1 0 2d35 15 1 0 36d1 cc 1 0 3bd4 ce 1 0 0000 00 0 0 0000 00 0 0 3375 53 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3893 fd 1 1 3788 18 1 1 2073 1d 1 0 2c82 83 1 0 3ab1 52 1 0 2d35 15 1 0 36d1 cc 1 0 3bd4 ce 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
0000 00 0 0 0000 00 0 0 2073 1d 1 0 2c82 83 1 0 3ab1 52 1 0 2d35 15 1 0 36d1 cc 1 0 3bd4 ce 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 3788 18 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 3893 fd 1 1 
32ed 29 1 0 0000 00 0 0 2073 1d 1 0 2c82 83 1 1 3ab1 52 1 0 2d35 15 1 0 36d1 cc 1 0 3bd4 ce 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 
32ed 29 1 1 37ba a6 1 0 2073 1d 1 0 0000 00 0 0 3ab1 52 1 0 2d35 15 1 0 36d1 cc 1 0 3bd4 ce 1 1 2c82 83 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 
3701 a8 1 0 37ba a6 1 1 2073 1d 1 0 0000 00 0 0 3ab1 52 1 0 2d35 15 1 0 36d1 cc 1 0 0000 00 0 0 0000 00 0 0 3bd4 ce 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 32ed 29 1 1 0000 00 0 1 0000 00 0 0 
